cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank	z_threshold
C5_sub1	domain	Musculoskeletal	True	93	36.97	57	0.458	17.48	0.6373	0.6402	0.000499750124937531	1.009	0.156513666879137	0.2321	0.2017	0.262	0.992	0.2307	0.2289	2.277	0.000232769209098431	0.00333166749958354	2	4
C5_sub1	domain	Endocrine-metabolic	True	28	14.36	19	0.281	4.76	0.6775	0.6794	0.00199900049975013	1.455	0.0728039956071748	0.3156	0.2798	0.3506	0.99	0.3771	0.3733	2.801	0.00837859105565871	0.00999500249875062	3	4
C5_sub1	domain	Respiratory	True	51	20.07	30	0.484	10.24	0.6084	0.6154	0.00449775112443778	0.802	0.211355489507718	0.2206	0.1873	0.2533	0.998	0.2304	0.2299	1.911	0.0199711046142618	0.0179910044977511	4	4
C5_sub1	domain	Infectious	True	5	4	4	0.495	2.48	0.7043	0.7053	0.0569715142428786	0.999	0.158820331431589	0.308	0.2458	0.3677	1	0.3016	0.3016	5.125	0.121720675378398	0.162775754979653	5	4
C5_sub1	domain	Medication-use	True	7	5	4	0.378	2.51	0.6498	0.6598	0.0844577711144428	0.86	0.194825355968612	0.298	0.2542	0.3407	1	0.3131	0.3131	1.698	0.37277990338439	0.211144427786107	6	4
C5_sub1	domain	Neurological	True	31	17.47	16	0.261	5.29	0.5513	0.5521	0.170914542728636	0.418	0.337881398829007	0.2506	0.2191	0.2816	0.953	0.225	0.2144	1.373	0.24883434758883	0.379810094952524	7	4
C5_sub1	domain	Psychiatric	True	51	17.22	20	0.629	11.2	0.5064	0.4923	0.432283858070965	0.045	0.482044217513755	0.1765	0.1411	0.2115	0.892	0.1851	0.165	0.802	0.81190563048906	0.839580209895052	8	4
C5_sub1	domain	Immune-blood	True	9	6	4	0.472	3.36	0.5002	0.5088	0.494752623688156	0.001	0.499581925812047	0.21	0.153	0.2656	1	0.2335	0.2335	1.013	0.619397139693453	0.839580209895052	9	4
C5_sub1	domain	Alcohol-substance	True	4	2	2	0.756	1.76	0.4979	0.5058	0.503748125937031	-0.011	0.504320515489105	0.1912	0.1394	0.242	1	0.1855	0.1855	1.268	0.595202862367815	0.839580209895052	10	4
C5_sub1	domain	Reproductive-perinatal	True	33	17.42	13	0.284	5.66	0.4732	0.4623	0.704147926036982	-0.217	0.58605859514119	0.1854	0.1455	0.2248	0.888	0.2359	0.2094	0.814	0.770446691884601	1	11	4
C5_sub1	domain	Genitourinary	True	50	21.94	19	0.34	8.12	0.4263	0.4368	0.950024987506247	-0.606	0.727715929676123	0.1546	0.121	0.1879	0.953	0.1752	0.1669	0.759	0.855701500121934	1	12	4
C5_sub1	domain	Digestive	True	60	30.3	17	0.236	7.91	0.3835	0.3872	1	-1.054	0.854115590188864	0.1228	0.0935	0.1519	0.939	0.158	0.1484	0.467	0.997326545231457	1	13	4
C5_sub1	domain	Dermatologic	True	22	12.27	7	0.34	4.83	0.3745	0.3915	0.979010494752624	-0.911	0.818750670023314	0.143	0.1016	0.1839	1	0.1538	0.1538	0.58	0.921712667640469	1	14	4
C5_sub1	domain	Injury	True	9	5.08	1	0.574	3.34	0.2696	0.2953	0.992003998000999	-1.3	0.903171376323408	0.1115	0.0526	0.1697	0.981	0.1161	0.1139	0.155	0.994944463774402	1	15	4
C5_sub1	domain	Otologic	True	16	8.31	2	0.373	3.72	0.269	0.2781	1	-1.635	0.94902729791559	0.1063	0.0597	0.1524	0.873	0.1138	0.0994	0.175	0.998908683692438	1	16	4
C5_sub1	domain	Ophthalmic	True	36	19.85	3	0.203	4.82	0.2197	0.2391	1	-2.571	0.994926048319293	0.076	0.0448	0.107	0.841	0.0883	0.0743	0.105	0.99999982841462	1	17	4
C5_sub1	domain	Neoplasms	True	35	17.85	1	0.248	5.19	0.1897	0.1417	1	-2.708	0.996617194297628	0.0051	-0.0257	0.036	0.324	0.0777	0.0251	0.034	0.999999999377438	1	18	4
C5_sub1	domain	Unclassified	False	5	4	5	0.469	2.41	0.8763	0.8763	0.000499750124937531	1.87	0.0307451431448748	0.2824	0.2476	0.3164	1	0.3066	0.3066	Inf	0.0163914683177259	0.00333166749958354		4
C5_sub1	domain	Quantitative	False	3	3	2	0.443	1.89	0.8123	0.6196	0.0399800099950025	1.36	0.0869149686420078	0.1334	0.0956	0.1708	0.711	0.2452	0.1742	2.543	0.412243500357116	0.133266699983342		4
C6_sub0	domain	Respiratory	True	51	20.07	50	0.484	10.24	0.7486	0.7487	0.000499750124937531	1.838	0.0330577658604485	0.4632	0.4272	0.4976	1	0.5	0.5	21.576	6.05717050142684e-07	0.00499750124937531	1	4
C6_sub0	domain	Musculoskeletal	True	93	36.97	84	0.458	17.48	0.6762	0.6768	0.000499750124937531	1.294	0.0978110782760132	0.3766	0.3464	0.406	1	0.407	0.407	4.204	4.5284189427993e-06	0.00499750124937531	2	4
C6_sub0	domain	Psychiatric	True	51	17.22	41	0.629	11.2	0.5956	0.5973	0.0169915042478761	0.675	0.249725065682374	0.3904	0.3527	0.4268	0.985	0.3955	0.3895	1.636	0.113662451575979	0.0849575212393803	3	4
C6_sub0	domain	Medication-use	True	7	5	6	0.378	2.51	0.7083	0.7083	0.0344827586206897	1.196	0.115771479776732	0.4475	0.4085	0.4848	1	0.4306	0.4306	2.325	0.377377298486608	0.137931034482759	4	4
C6_sub0	domain	Infectious	True	5	4	5	0.495	2.48	0.6953	0.6953	0.0669665167416292	0.955	0.169712403848833	0.4641	0.4069	0.5177	1	0.464	0.464	Inf	0.195368355280265	0.191332904976083	5	4
C6_sub0	domain	Endocrine-metabolic	True	28	14.36	21	0.281	4.76	0.5873	0.5911	0.0609695152423788	0.716	0.236936953935434	0.3737	0.3451	0.4017	1	0.3544	0.3544	1.161	0.464459979002503	0.191332904976083	6	4
C6_sub0	domain	Cardiovascular	True	55	20.75	42	0.343	7.77	0.551	0.5532	0.101449275362319	0.448	0.327105267145826	0.3035	0.2797	0.3269	1	0.3033	0.3033	1.268	0.292609051645814	0.253623188405797	7	4
C6_sub0	domain	Neurological	True	31	17.47	22	0.261	5.29	0.5486	0.5497	0.183408295852074	0.397	0.345795289089994	0.3546	0.3222	0.3862	0.963	0.3556	0.3425	0.937	0.651837928578048	0.395802098950525	8	4
C6_sub0	domain	Alcohol-substance	True	4	2	4	0.756	1.76	0.5537	0.5537	0.350824587706147	0.279	0.38996219817817	0.3574	0.3085	0.4045	1	0.3478	0.3478	Inf	0.271169472340507	0.637862886738449	9	4
C6_sub0	domain	Immune-blood	True	9	6	8	0.472	3.36	0.4901	0.4905	0.527736131934033	-0.056	0.522146548852716	0.3162	0.2695	0.3615	1	0.3199	0.3199	3.114	0.236622283106663	0.879560219890055	10	4
C6_sub0	domain	Dermatologic	True	22	12.27	18	0.34	4.83	0.453	0.4499	0.772613693153423	-0.341	0.633469342142597	0.2988	0.2584	0.3381	0.976	0.3221	0.3145	1.761	0.22203478519904	1	11	4
C6_sub0	domain	Digestive	True	60	30.3	40	0.236	7.91	0.4354	0.4395	0.954522738630685	-0.584	0.720525305031857	0.2488	0.221	0.2762	0.992	0.2966	0.2942	0.746	0.87713271183731	1	12	4
C6_sub0	domain	Genitourinary	True	50	21.94	29	0.34	8.12	0.3967	0.4042	0.992503748125937	-0.85	0.802223956523603	0.251	0.2186	0.2828	0.995	0.2755	0.274	0.498	0.992471512110736	1	13	4
C6_sub0	domain	Otologic	True	16	8.31	11	0.373	3.72	0.3303	0.3351	0.993003498250875	-1.201	0.885175964415982	0.2326	0.1901	0.2743	0.976	0.2476	0.2416	0.842	0.733161674253173	1	14	4
C6_sub0	domain	Reproductive-perinatal	True	33	17.42	21	0.284	5.66	0.3133	0.3243	1	-1.517	0.935390428636451	0.2145	0.1784	0.25	0.956	0.2325	0.2224	0.656	0.906248677701548	1	15	4
C6_sub0	domain	Injury	True	9	5.08	6	0.574	3.34	0.2983	0.3028	0.979510244877561	-1.138	0.872415154629026	0.2058	0.1546	0.256	1	0.2266	0.2266	0.766	0.780301679080595	1	16	4
C6_sub0	domain	Ophthalmic	True	36	19.85	13	0.203	4.82	0.2162	0.2315	1	-2.603	0.995379179258653	0.1324	0.104	0.1606	0.934	0.1666	0.1555	0.193	0.999999413391985	1	17	4
C6_sub0	domain	Neoplasms	True	35	17.85	8	0.248	5.19	0.1558	0.1005	1	-3.004	0.998667376510905	-0.0027	-0.0321	0.0267	0.284	0.1292	0.0367	0.097	0.999999999952973	1	18	4
C6_sub0	domain	Unclassified	False	5	4	5	0.469	2.41	0.8787	0.8787	0.000999500249875062	1.882	0.0299487425054083	0.4507	0.4118	0.488	1	0.4731	0.4731	Inf	0.195368355280265	0.00666333499916708		4
C6_sub0	domain	Quantitative	False	3	3	2	0.443	1.89	0.6478	0.6274	0.197901049475262	0.644	0.259842914359201	0.2042	0.1721	0.2359	0.911	0.2558	0.2331	0.768	0.811939917292744	0.395802098950525		4
C6_sub1	domain	Psychiatric	True	51	17.22	42	0.629	11.2	0.8185	0.8202	0.000499750124937531	2.251	0.0122027894551778	0.423	0.3795	0.4647	1	0.4242	0.4242	9.617	4.32081392172757e-12	0.00999500249875062	1	4
C6_sub1	domain	Musculoskeletal	True	93	36.97	43	0.458	17.48	0.6132	0.6154	0.00149925037481259	0.831	0.202849596733726	0.1952	0.1633	0.2266	1	0.2218	0.2218	1.586	0.0283448862249305	0.00999500249875063	2	4
C6_sub1	domain	Respiratory	True	51	20.07	26	0.484	10.24	0.6014	0.603	0.00649675162418791	0.749	0.226809638209595	0.2243	0.1873	0.2607	1	0.2239	0.2239	1.885	0.0223135710941122	0.0324837581209395	3	4
C6_sub1	domain	Alcohol-substance	True	4	2	4	0.756	1.76	0.8078	0.8078	0.0179910044977511	1.603	0.0544827365046527	0.3586	0.3067	0.4084	1	0.3624	0.3624	Inf	0.0181454053913718	0.0719640179910045	4	4
C6_sub1	domain	Digestive	True	60	30.3	27	0.236	7.91	0.5731	0.5744	0.0329835082458771	0.662	0.254112630748739	0.1848	0.1558	0.2134	0.998	0.2222	0.2217	1.457	0.108981484367436	0.109945027486257	5	4
C6_sub1	domain	Medication-use	True	7	5	3	0.378	2.51	0.5776	0.5831	0.245377311344328	0.446	0.327833435641394	0.2076	0.1638	0.2506	1	0.1906	0.1906	1.289	0.510574178649184	0.521739130434783	6	4
C6_sub1	domain	Endocrine-metabolic	True	28	14.36	10	0.281	4.76	0.5401	0.5446	0.235882058970515	0.329	0.371112059883561	0.1742	0.1441	0.204	0.989	0.1778	0.1759	0.949	0.623142641961261	0.521739130434783	7	4
C6_sub1	domain	Neurological	True	31	17.47	16	0.261	5.29	0.5353	0.5368	0.239880059970015	0.288	0.386670714143098	0.2155	0.1787	0.2517	0.975	0.2222	0.2165	1.891	0.0615495270035889	0.521739130434783	8	4
C6_sub1	domain	Genitourinary	True	50	21.94	19	0.34	8.12	0.5273	0.5302	0.260869565217391	0.224	0.411221600207842	0.2013	0.1659	0.2362	1	0.212	0.212	1.055	0.486931194274706	0.521739130434783	9	4
C6_sub1	domain	Infectious	True	5	4	2	0.495	2.48	0.4983	0.507	0.51624187906047	-0.008	0.503251760129356	0.2581	0.1805	0.3325	1	0.2237	0.2237	1.143	0.607454173617961	0.938621598291763	10	4
C6_sub1	domain	Immune-blood	True	9	6	2	0.472	3.36	0.4116	0.4187	0.819590204897551	-0.497	0.690310800545518	0.1769	0.1259	0.2269	1	0.1685	0.1685	0.485	0.901963312954701	1	11	4
C6_sub1	domain	Otologic	True	16	8.31	6	0.373	3.72	0.3944	0.4004	0.923538230884558	-0.748	0.772620433820071	0.1721	0.1208	0.2225	0.994	0.1709	0.1698	1.029	0.573806526587786	1	12	4
C6_sub1	domain	Injury	True	9	5.08	1	0.574	3.34	0.3904	0.3932	0.870564717641179	-0.618	0.731833769668931	0.1698	0.107	0.2312	1	0.1667	0.1667	0.211	0.984600705184821	1	13	4
C6_sub1	domain	Cardiovascular	True	55	20.75	4	0.343	7.77	0.3798	0.3863	0.997501249375312	-1.055	0.85433567748515	0.1217	0.0968	0.1465	0.985	0.1125	0.1109	0.119	0.999999980719979	1	14	4
C6_sub1	domain	Dermatologic	True	22	12.27	2	0.34	4.83	0.3475	0.3552	0.993503248375812	-1.106	0.865704136194553	0.1251	0.0831	0.1668	0.988	0.1371	0.1354	0.164	0.999531230096316	1	15	4
C6_sub1	domain	Reproductive-perinatal	True	33	17.42	8	0.284	5.66	0.2969	0.3027	1	-1.651	0.950595242299631	0.1196	0.0807	0.1581	0.889	0.1222	0.1086	0.531	0.961791127529222	1	16	4
C6_sub1	domain	Ophthalmic	True	36	19.85	2	0.203	4.82	0.2338	0.2376	1	-2.441	0.992674899755205	0.0702	0.0402	0.1	0.895	0.0969	0.0867	0.093	0.999999176670436	1	17	4
C6_sub1	domain	Neoplasms	True	35	17.85	1	0.248	5.19	0.1813	0.1346	1	-2.782	0.997299621110705	0.0152	-0.0141	0.0444	0.354	0.0779	0.0276	0.046	0.999999943964436	1	18	4
C6_sub1	domain	Unclassified	False	5	4	5	0.469	2.41	0.898	0.898	0.000999500249875062	1.978	0.0239862253551767	0.2652	0.2254	0.304	1	0.2857	0.2857	Inf	0.00661205287971783	0.00999500249875062		4
C6_sub1	domain	Quantitative	False	3	3	0	0.443	1.89	0.2492	0.1777	0.932533733133433	-1.092	0.862658243596764	0.0111	-0.0206	0.0427	0.466	0.0446	0.0208	0	1	1		4
noise_re0	domain	Cardiovascular	True	55	20.75	39	0.343	7.77	0.7896	0.7944	0.000499750124937531	2.543	0.00550049117091299	0.342	0.3094	0.3739	1	0.3713	0.3713	7.567	8.88883251421046e-12	0.00333166749958354	1	4
noise_re0	domain	Endocrine-metabolic	True	28	14.36	15	0.281	4.76	0.7259	0.7302	0.000499750124937531	1.852	0.0320024268727777	0.3203	0.2847	0.355	1	0.3221	0.3221	3.06	0.00389068964662655	0.00333166749958354	2	4
noise_re0	domain	Musculoskeletal	True	93	36.97	37	0.458	17.48	0.6304	0.6326	0.000499750124937531	0.958	0.169152421406487	0.1799	0.1469	0.2125	0.982	0.1826	0.1793	1.827	0.0077378523468388	0.00333166749958354	3	4
noise_re0	domain	Respiratory	True	51	20.07	20	0.484	10.24	0.5969	0.6115	0.0154922538730635	0.717	0.236783535680452	0.1851	0.1485	0.2212	0.998	0.1929	0.1925	1.691	0.0583822596832734	0.0619690154922539	4	4
noise_re0	domain	Medication-use	True	7	5	3	0.378	2.51	0.656	0.6629	0.0794602698650675	0.896	0.185146874595474	0.2347	0.1875	0.2808	1	0.2667	0.2667	1.888	0.320766881531135	0.227029342471621	5	4
noise_re0	domain	Infectious	True	5	4	3	0.495	2.48	0.6633	0.676	0.11544227886057	0.799	0.212202520884715	0.2365	0.1707	0.3002	1	0.2374	0.2374	3.794	0.144107026814338	0.288605697151424	6	4
noise_re0	domain	Immune-blood	True	9	6	4	0.472	3.36	0.5498	0.5595	0.308845577211394	0.28	0.389813765567579	0.1843	0.1249	0.2423	1	0.2101	0.2101	2.021	0.237586975970826	0.68632350491421	7	4
noise_re0	domain	Neurological	True	31	17.47	9	0.261	5.29	0.5046	0.5277	0.455772113943029	0.037	0.485183742522406	0.2059	0.1725	0.2389	0.985	0.1738	0.1713	1.023	0.548624694229869	0.911544227886057	8	4
noise_re0	domain	Dermatologic	True	22	12.27	4	0.34	4.83	0.4666	0.4871	0.701649175412294	-0.242	0.595639492407602	0.1516	0.1056	0.1969	1	0.1575	0.1575	0.544	0.915746117419873	1	9	4
noise_re0	domain	Reproductive-perinatal	True	33	17.42	10	0.284	5.66	0.4549	0.4367	0.8055972013993	-0.367	0.643120262610457	0.1362	0.093	0.1789	0.855	0.2073	0.1773	1.091	0.479770105541804	1	10	4
noise_re0	domain	Genitourinary	True	50	21.94	14	0.34	8.12	0.4501	0.4732	0.873563218390805	-0.411	0.659413610325438	0.1359	0.1	0.1715	0.971	0.1561	0.1516	0.969	0.595512848059242	1	11	4
noise_re0	domain	Psychiatric	True	51	17.22	2	0.629	11.2	0.4158	0.4266	0.980009995002499	-0.595	0.724015703116637	0.1127	0.0766	0.1485	0.926	0.1152	0.1067	0.091	0.999999661871179	1	12	4
noise_re0	domain	Digestive	True	60	30.3	8	0.236	7.91	0.3419	0.3569	0.999500249875062	-1.431	0.923762806206935	0.0877	0.0566	0.1187	0.898	0.111	0.0996	0.354	0.999033340423871	1	13	4
noise_re0	domain	Neoplasms	True	35	17.85	0	0.248	5.19	0.279	0.1331	1	-1.929	0.973105344648486	-0.0218	-0.0543	0.0108	0.053	0.085	-0.0045	0	1	1	14	4
noise_re0	domain	Ophthalmic	True	36	19.85	2	0.203	4.82	0.2685	0.2881	1	-2.123	0.983143447155679	0.0715	0.038	0.1049	0.865	0.086	0.0744	0.137	0.999941584623183	1	15	4
noise_re0	domain	Otologic	True	16	8.31	0	0.373	3.72	0.2672	0.2684	0.999000499750125	-1.648	0.950350954868947	0.0744	0.0231	0.1253	0.738	0.0952	0.0703	0	1	1	16	4
noise_re0	domain	Alcohol-substance	True	4	2	0	0.756	1.76	0.2067	0.2433	0.981009495252374	-1.527	0.936625643218692	0.0549	0.0026	0.1068	0.85	0.0519	0.0441	0	1	1	17	4
noise_re0	domain	Injury	True	9	5.08	0	0.574	3.34	0.1629	0.1937	1	-1.901	0.97137373763562	0.04	-0.0217	0.1014	0.574	0.0507	0.0291	0	1	1	18	4
noise_re0	domain	Unclassified	False	5	4	1	0.469	2.41	0.717	0.7193	0.0499750124937531	1.078	0.140462005395025	0.1377	0.1011	0.1739	1	0.1813	0.1813	0.622	0.815604658462687	0.166583374979177		4
noise_re0	domain	Quantitative	False	3	3	2	0.443	1.89	0.871	0.6523	0.00999500249875063	1.616	0.0530901105231078	0.1723	0.1303	0.2136	0.793	0.3109	0.2465	5.041	0.198104818254521	0.0499750124937531		4
noise_re1	domain	Respiratory	True	51	20.07	47	0.484	10.24	0.7203	0.7203	0.000499750124937531	1.629	0.0517017129236664	0.4352	0.4009	0.4682	1	0.4716	0.4716	4.403	0.000860525464240414	0.00499750124937531	1	4
noise_re1	domain	Musculoskeletal	True	93	36.97	86	0.458	17.48	0.7165	0.7165	0.000499750124937531	1.59	0.055899493382798	0.4331	0.3974	0.4675	1	0.4961	0.4961	4.995	1.90210876906744e-06	0.00499750124937531	2	4
noise_re1	domain	Medication-use	True	7	5	7	0.378	2.51	0.6923	0.6923	0.039480259870065	1.104	0.134694882164458	0.4085	0.3664	0.449	1	0.4421	0.4421	Inf	0.124441022308408	0.197401299350325	3	4
noise_re1	domain	Psychiatric	True	51	17.22	43	0.629	11.2	0.5607	0.5543	0.0664667666166917	0.429	0.333879476636215	0.3996	0.3576	0.4401	0.961	0.4114	0.3955	1.941	0.0582794177136383	0.265867066466767	4	4
noise_re1	domain	Neurological	True	31	17.47	24	0.261	5.29	0.572	0.5713	0.0864567716141929	0.588	0.278287045490949	0.3973	0.3627	0.4309	0.984	0.3935	0.3871	1.191	0.43812383625311	0.288189238713976	5	4
noise_re1	domain	Infectious	True	5	4	5	0.495	2.48	0.655	0.655	0.119940029985007	0.758	0.224211391833682	0.4117	0.3469	0.4725	1	0.4977	0.4977	Inf	0.226359466634487	0.342685799957164	6	4
noise_re1	domain	Alcohol-substance	True	4	2	4	0.756	1.76	0.532	0.532	0.424287856071964	0.167	0.433769955008892	0.3997	0.3438	0.4528	1	0.3862	0.3862	Inf	0.305026994276517	0.976784335105175	7	4
noise_re1	domain	Endocrine-metabolic	True	28	14.36	20	0.281	4.76	0.4996	0.5007	0.52223888055972	-0.004	0.501417452642392	0.3098	0.2806	0.3385	0.997	0.3099	0.3088	0.855	0.728654311973184	0.976784335105175	8	4
noise_re1	domain	Genitourinary	True	50	21.94	42	0.34	8.12	0.4979	0.4982	0.537231384307846	-0.017	0.506740597094725	0.3505	0.3136	0.3864	1	0.3847	0.3847	1.892	0.0680425839681228	0.976784335105175	9	4
noise_re1	domain	Digestive	True	60	30.3	44	0.236	7.91	0.481	0.4832	0.691654172913543	-0.172	0.56821611055302	0.3054	0.2733	0.3368	1	0.3725	0.3724	0.942	0.64393527583773	1	10	4
noise_re1	domain	Cardiovascular	True	55	20.75	37	0.343	7.77	0.4402	0.4406	0.917541229385307	-0.525	0.700357333141322	0.2678	0.2426	0.2927	1	0.2593	0.2593	0.682	0.920758259228692	1	11	4
noise_re1	domain	Dermatologic	True	22	12.27	19	0.34	4.83	0.438	0.4399	0.831584207896052	-0.45	0.673518994784535	0.3071	0.2656	0.3474	0.999	0.3366	0.3361	2.234	0.142242813762601	1	12	4
noise_re1	domain	Immune-blood	True	9	6	6	0.472	3.36	0.4055	0.4064	0.820589705147426	-0.531	0.702399426213599	0.2717	0.2235	0.3185	1	0.2798	0.2798	0.685	0.824033460492277	1	13	4
noise_re1	domain	Otologic	True	16	8.31	14	0.373	3.72	0.4048	0.4072	0.904047976011994	-0.674	0.749806473742481	0.2993	0.2553	0.3421	1	0.3194	0.3194	2.456	0.178472391673425	1	14	4
noise_re1	domain	Injury	True	9	5.08	6	0.574	3.34	0.3745	0.3745	0.895552223888056	-0.708	0.76045237847038	0.254	0.1996	0.3069	1	0.298	0.298	0.685	0.824033460492277	1	15	4
noise_re1	domain	Reproductive-perinatal	True	33	17.42	15	0.284	5.66	0.2864	0.2898	1	-1.736	0.958709033655105	0.2144	0.1751	0.253	0.976	0.242	0.2361	0.262	0.99994011189031	1	16	4
noise_re1	domain	Ophthalmic	True	36	19.85	14	0.203	4.82	0.2376	0.2404	1	-2.407	0.991955418823703	0.1517	0.1203	0.1828	0.95	0.1971	0.1873	0.194	0.999999361842065	1	17	4
noise_re1	domain	Neoplasms	True	35	17.85	9	0.248	5.19	0.1547	0.1483	1	-3.014	0.998710790649841	0.0661	0.0332	0.0987	0.801	0.1414	0.1133	0.101	0.999999999940399	1	18	4
noise_re1	domain	Unclassified	False	5	4	5	0.469	2.41	0.878	0.878	0.00149925037481259	1.878	0.0301745202110574	0.4473	0.4033	0.4892	1	0.5248	0.5248	Inf	0.226359466634487	0.00999500249875063		4
noise_re1	domain	Quantitative	False	3	3	2	0.443	1.89	0.5233	0.5377	0.443778110944528	0.101	0.459665448522502	0.1623	0.132	0.1922	0.993	0.1697	0.1686	0.688	0.837182240513268	0.976784335105175		4
noise_re2	domain	Psychiatric	True	51	17.22	33	0.629	11.2	0.7732	0.7757	0.000499750124937531	1.931	0.0267560335398479	0.274	0.2248	0.3219	1	0.28	0.28	7.317	7.54014995846813e-11	0.00333166749958354	1	4
noise_re2	domain	Respiratory	True	51	20.07	32	0.484	10.24	0.7498	0.7544	0.000499750124937531	1.847	0.0324072063013551	0.2175	0.1757	0.2586	0.995	0.2331	0.232	6.647	5.25771685148426e-10	0.00333166749958354	2	4
noise_re2	domain	Medication-use	True	7	5	3	0.378	2.51	0.7559	0.7611	0.00749625187406297	1.469	0.0708589229011904	0.2045	0.1598	0.2484	1	0.2035	0.2035	2.431	0.218168090142088	0.0374812593703148	3	4
noise_re2	domain	Infectious	True	5	4	4	0.495	2.48	0.75	0.751	0.0269865067466267	1.223	0.110729708829971	0.2245	0.1498	0.2967	1	0.2699	0.2699	13.143	0.0126445757173907	0.0932866899883392	4	4
noise_re2	domain	Musculoskeletal	True	93	36.97	22	0.458	17.48	0.5649	0.5757	0.0279860069965018	0.477	0.316740982873957	0.1691	0.1285	0.2092	0.984	0.1719	0.1692	0.991	0.560544768892661	0.0932866899883392	5	4
noise_re2	domain	Alcohol-substance	True	4	2	2	0.756	1.76	0.7159	0.7192	0.0809595202398801	1.124	0.130470812284394	0.317	0.2479	0.3828	1	0.2858	0.2858	3.232	0.241272431189931	0.231312914971086	6	4
noise_re2	domain	Immune-blood	True	9	6	2	0.472	3.36	0.506	0.5069	0.453273363318341	0.034	0.486624130601803	0.1417	0.0837	0.1987	0.908	0.1611	0.1463	0.913	0.671873847787512	1	7	4
noise_re2	domain	Otologic	True	16	8.31	3	0.373	3.72	0.4965	0.4917	0.517241379310345	-0.025	0.509889406007085	0.1608	0.1023	0.2181	0.926	0.1865	0.1727	0.733	0.774954007972787	1	8	4
noise_re2	domain	Cardiovascular	True	55	20.75	6	0.343	7.77	0.492	0.5111	0.594202898550725	-0.07	0.527887399404891	0.1363	0.1044	0.168	0.997	0.1315	0.1311	0.366	0.996628337243704	1	9	4
noise_re2	domain	Endocrine-metabolic	True	28	14.36	3	0.281	4.76	0.4605	0.4609	0.762118940529735	-0.324	0.626968030269256	0.1286	0.0915	0.1653	0.847	0.1292	0.1094	0.371	0.979174206904782	1	10	4
noise_re2	domain	Reproductive-perinatal	True	33	17.42	9	0.284	5.66	0.4583	0.4805	0.779610194902549	-0.339	0.632630062423681	0.1794	0.1298	0.2281	0.977	0.1813	0.177	1.214	0.381572318372683	1	11	4
noise_re2	domain	Neurological	True	31	17.47	4	0.261	5.29	0.4495	0.4452	0.833083458270865	-0.412	0.659768562203573	0.128	0.0882	0.1674	0.839	0.1394	0.117	0.459	0.9614913116305	1	12	4
noise_re2	domain	Genitourinary	True	50	21.94	8	0.34	8.12	0.4333	0.4537	0.939030484757621	-0.548	0.708295000433679	0.1359	0.0928	0.1786	0.987	0.1509	0.149	0.587	0.941681483876349	1	13	4
noise_re2	domain	Digestive	True	60	30.3	6	0.236	7.91	0.3944	0.4193	0.995002498750625	-0.955	0.830328767327775	0.1179	0.0803	0.1551	0.979	0.1386	0.1358	0.328	0.99881394647643	1	14	4
noise_re2	domain	Dermatologic	True	22	12.27	2	0.34	4.83	0.3779	0.3834	0.971514242878561	-0.886	0.812117914135256	0.1064	0.0548	0.1574	0.919	0.1302	0.1197	0.311	0.981661874260573	1	15	4
noise_re2	domain	Neoplasms	True	35	17.85	1	0.248	5.19	0.26	0.226	1	-2.095	0.981904809233512	0.0296	-0.0112	0.0704	0.547	0.1004	0.0549	0.088	0.999946481235102	1	16	4
noise_re2	domain	Injury	True	9	5.08	0	0.574	3.34	0.2597	0.2744	0.995002498750625	-1.356	0.912382484100398	0.0699	-0.003	0.1421	0.883	0.1031	0.091	0	1	1	17	4
noise_re2	domain	Ophthalmic	True	36	19.85	0	0.203	4.82	0.2161	0.1102	1	-2.604	0.995391233621833	-0.0169	-0.0573	0.0235	0.178	0.0838	-0.0149	0	1	1	18	4
noise_re2	domain	Unclassified	False	5	4	4	0.469	2.41	0.8813	0.8823	0.000499750124937531	1.895	0.0290595974874663	0.266	0.2174	0.3132	1	0.2742	0.2742	13.143	0.0126445757173907	0.00333166749958354		4
noise_re2	domain	Quantitative	False	3	3	0	0.443	1.89	0.608	0.4175	0.274862568715642	0.47	0.319101512420396	0.0451	0.0021	0.0879	0.33	0.0988	0.0326	0	1	0.687156421789106		4
noise_re3	domain	Musculoskeletal	True	93	36.97	75	0.458	17.48	0.719	0.7283	0.000499750124937531	1.608	0.0538779441950069	0.2959	0.2643	0.3268	0.999	0.3079	0.3076	5.109	7.18162916851634e-11	0.00499750124937531	1	4
noise_re3	domain	Respiratory	True	51	20.07	37	0.484	10.24	0.6862	0.6953	0.000499750124937531	1.377	0.0843188551584458	0.2778	0.2443	0.3106	1	0.2964	0.2964	2.82	0.000680898569577134	0.00499750124937531	2	4
noise_re3	domain	Infectious	True	5	4	5	0.495	2.48	0.7687	0.7687	0.0259870064967516	1.314	0.0944317989321887	0.3502	0.2935	0.4044	1	0.3586	0.3586	Inf	0.0320338325698004	0.129935032483758	3	4
noise_re3	domain	Cardiovascular	True	55	20.75	31	0.343	7.77	0.5655	0.5869	0.0549725137431284	0.575	0.282622502648018	0.2112	0.1875	0.2346	1	0.2055	0.2055	1.301	0.21659656620879	0.198234216225221	4	4
