cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank
C5_sub0	icd_chapter	X	True	44	15.53	27	0.513	8.45	0.667	0.6813	0.000499750124937531	1.27	0.102056655299529	0.2165	0.1846	0.2478	1	0.2398	0.2398	3.028	0.000410480766308302	0.00266533399966683	3
C5_sub0	icd_chapter	IV	True	27	14.35	15	0.277	4.69	0.6092	0.6469	0.0284857571214393	0.886	0.187805850674923	0.2259	0.1944	0.257	1	0.2741	0.2741	2.274	0.0295665181152206	0.113943028485757	4
C5_sub0	icd_chapter	I	True	5	4	2	0.495	2.48	0.6093	0.6277	0.202898550724638	0.535	0.296425722965079	0.1861	0.124	0.2467	1	0.2926	0.2926	1.168	0.598182765225001	0.615692153923039	5
C5_sub0	icd_chapter	XII	True	22	12.27	9	0.34	4.83	0.5451	0.5501	0.230884557721139	0.327	0.371865644741859	0.1669	0.1298	0.2034	0.947	0.1983	0.1878	1.221	0.403875025506252	0.615692153923039	6
C5_sub0	icd_chapter	VI	True	30	16.47	11	0.256	4.96	0.455	0.4647	0.796601699150425	-0.374	0.645778438972431	0.1696	0.1378	0.2011	0.837	0.1716	0.1435	1.014	0.556854409892522	1	7
C5_sub0	icd_chapter	XV	True	33	17.42	13	0.284	5.66	0.4336	0.4571	0.901549225387306	-0.539	0.705213290841807	0.1481	0.1138	0.182	0.862	0.1625	0.1401	1.146	0.420589671811556	1	8
C5_sub0	icd_chapter	III	True	7	5	1	0.457	2.83	0.4166	0.4603	0.776111944027986	-0.451	0.674106950345568	0.1555	0.0903	0.2195	1	0.1919	0.1919	0.288	0.958576841408303	1	9
C5_sub0	icd_chapter	XIV	True	50	21.94	13	0.34	8.12	0.4152	0.4371	0.980509745127436	-0.698	0.757260972387381	0.1078	0.077	0.1383	0.851	0.153	0.1301	0.591	0.962093677347994	1	10
C5_sub0	icd_chapter	XI	True	59	30.27	15	0.24	8.03	0.3868	0.3664	0.997501249375312	-1.009	0.843416167331514	0.0709	0.0448	0.097	0.682	0.1269	0.0866	0.567	0.978414690608709	1	11
C5_sub0	icd_chapter	VIII	True	16	8.31	3	0.373	3.72	0.3667	0.3995	0.96551724137931	-0.944	0.827308730254081	0.11	0.0668	0.1528	0.819	0.1295	0.106	0.396	0.966099742414247	1	12
C5_sub0	icd_chapter	II	True	35	17.85	3	0.248	5.19	0.3282	0.2453	1	-1.5	0.933163375805136	-0.003	-0.0295	0.0235	0.372	0.0946	0.0352	0.153	0.99998096920021	1	13
C5_sub0	icd_chapter	V	True	51	17.22	2	0.629	11.2	0.3169	0.273	1	-1.294	0.902155286985298	0.0364	0.0059	0.0668	0.365	0.0924	0.0337	0.063	0.999999999081837	1	14
C5_sub0	icd_chapter	XIX	True	9	5.08	0	0.574	3.34	0.2319	0.2107	0.996501749125437	-1.512	0.934767218209892	0.0159	-0.0384	0.0701	0.071	0.0748	-0.0053	0	1	1	15
C5_sub0	icd_chapter	VII	True	36	19.85	0	0.203	4.82	0.2009	0.1849	1	-2.743	0.996952894416396	0.0045	-0.0226	0.0315	0.03	0.0591	-0.0018	0	1	1	16
C5_sub1	icd_chapter	IX	True	55	20.75	41	0.343	7.77	0.731	0.7362	0.000499750124937531	2.028	0.0212663396908787	0.305	0.2688	0.3403	1	0.4265	0.4265	4.198	1.65637743737391e-06	0.00399800099950025	1
C5_sub1	icd_chapter	XIII	True	93	36.97	57	0.458	17.48	0.6373	0.6402	0.000499750124937531	1.009	0.156513666879137	0.2321	0.2017	0.262	0.992	0.2307	0.2289	2.277	0.000232769209098431	0.00399800099950025	2
C5_sub1	icd_chapter	IV	True	27	14.35	18	0.277	4.69	0.6656	0.6676	0.00199900049975013	1.344	0.0895429161463546	0.3097	0.2737	0.3448	0.989	0.3663	0.3624	2.643	0.0135165664764295	0.0079960019990005	3
C5_sub1	icd_chapter	X	True	44	15.53	27	0.513	8.45	0.6298	0.6346	0.00149925037481259	0.987	0.161721558920125	0.2188	0.1867	0.2504	0.998	0.2337	0.2331	2.124	0.0129958706724605	0.0079960019990005	4
C5_sub1	icd_chapter	I	True	5	4	4	0.495	2.48	0.7043	0.7053	0.0599700149925037	0.999	0.158820331431589	0.308	0.2458	0.3677	1	0.3016	0.3016	5.125	0.121720675378398	0.191904047976012	5
C5_sub1	icd_chapter	VI	True	30	16.47	15	0.256	4.96	0.5359	0.5368	0.250374812593703	0.298	0.382703432240691	0.2393	0.2074	0.2706	0.95	0.2197	0.2088	1.282	0.315755562230485	0.667666166916542	6
C5_sub1	icd_chapter	V	True	51	17.22	20	0.629	11.2	0.5064	0.4923	0.450774612693653	0.045	0.482044217513755	0.1765	0.1411	0.2115	0.892	0.1851	0.165	0.802	0.81190563048906	1	7
C5_sub1	icd_chapter	III	True	7	5	4	0.457	2.83	0.4759	0.4869	0.578210894552724	-0.131	0.551954256041433	0.2385	0.169	0.3056	1	0.2503	0.2503	1.698	0.37277990338439	1	8
C5_sub1	icd_chapter	XV	True	33	17.42	13	0.284	5.66	0.4732	0.4623	0.703148425787107	-0.217	0.58605859514119	0.1854	0.1455	0.2248	0.888	0.2359	0.2094	0.814	0.770446691884601	1	9
C5_sub1	icd_chapter	XIV	True	50	21.94	19	0.34	8.12	0.4263	0.4368	0.965017491254373	-0.606	0.727715929676123	0.1546	0.121	0.1879	0.953	0.1752	0.1669	0.759	0.855701500121934	1	10
C5_sub1	icd_chapter	XI	True	59	30.27	17	0.24	8.03	0.3839	0.3876	0.999000499750125	-1.035	0.849572339113773	0.1226	0.0928	0.1522	0.938	0.1584	0.1486	0.479	0.996314175153813	1	11
C5_sub1	icd_chapter	XII	True	22	12.27	7	0.34	4.83	0.3745	0.3915	0.980509745127436	-0.911	0.818750670023314	0.143	0.1016	0.1839	1	0.1538	0.1538	0.58	0.921712667640469	1	12
C5_sub1	icd_chapter	XIX	True	9	5.08	1	0.574	3.34	0.2696	0.2953	0.991504247876062	-1.3	0.903171376323408	0.1115	0.0526	0.1697	0.981	0.1161	0.1139	0.155	0.994944463774402	1	13
C5_sub1	icd_chapter	VIII	True	16	8.31	2	0.373	3.72	0.269	0.2781	0.997001499250375	-1.635	0.94902729791559	0.1063	0.0597	0.1524	0.873	0.1138	0.0994	0.175	0.998908683692438	1	14
C5_sub1	icd_chapter	VII	True	36	19.85	3	0.203	4.82	0.2197	0.2391	1	-2.571	0.994926048319293	0.076	0.0448	0.107	0.841	0.0883	0.0743	0.105	0.99999982841462	1	15
C5_sub1	icd_chapter	II	True	35	17.85	1	0.248	5.19	0.1897	0.1417	1	-2.708	0.996617194297628	0.0051	-0.0257	0.036	0.324	0.0777	0.0251	0.034	0.999999999377438	1	16
C6_sub0	icd_chapter	X	True	44	15.53	43	0.513	8.45	0.7569	0.7571	0.000499750124937531	1.954	0.0253586230226096	0.4736	0.4383	0.5075	1	0.5091	0.5091	18.226	6.34952068369348e-06	0.00399800099950025	1
C6_sub0	icd_chapter	XIII	True	93	36.97	84	0.458	17.48	0.6762	0.6768	0.000499750124937531	1.294	0.0978110782760132	0.3766	0.3464	0.406	1	0.407	0.407	4.204	4.5284189427993e-06	0.00399800099950025	2
C6_sub0	icd_chapter	V	True	51	17.22	41	0.629	11.2	0.5956	0.5973	0.0129935032483758	0.675	0.249725065682374	0.3904	0.3527	0.4268	0.985	0.3955	0.3895	1.636	0.113662451575979	0.0692986839913377	3
C6_sub0	icd_chapter	I	True	5	4	5	0.495	2.48	0.6953	0.6953	0.0619690154922539	0.955	0.169712403848833	0.4641	0.4069	0.5177	1	0.464	0.464	Inf	0.195368355280265	0.247876061969016	4
C6_sub0	icd_chapter	IV	True	27	14.35	20	0.277	4.69	0.5746	0.5785	0.0899550224887556	0.605	0.272512183259746	0.368	0.339	0.3963	1	0.347	0.347	1.103	0.512516355367202	0.287856071964018	5
C6_sub0	icd_chapter	IX	True	55	20.75	42	0.343	7.77	0.551	0.5532	0.107946026986507	0.448	0.327105267145826	0.3035	0.2797	0.3269	1	0.3033	0.3033	1.268	0.292609051645814	0.287856071964018	6
C6_sub0	icd_chapter	VI	True	30	16.47	21	0.256	4.96	0.5327	0.5339	0.27336331834083	0.271	0.39302745739526	0.3427	0.3104	0.3743	0.961	0.3475	0.334	0.892	0.694817643812115	0.624830441921896	7
C6_sub0	icd_chapter	XII	True	22	12.27	18	0.34	4.83	0.453	0.4499	0.747126436781609	-0.341	0.633469342142597	0.2988	0.2584	0.3381	0.976	0.3221	0.3145	1.761	0.22203478519904	1	8
C6_sub0	icd_chapter	XI	True	59	30.27	39	0.24	8.03	0.4372	0.4413	0.947526236881559	-0.56	0.71222674763106	0.2495	0.2212	0.2774	0.992	0.298	0.2956	0.725	0.894519757292774	1	9
C6_sub0	icd_chapter	III	True	7	5	6	0.457	2.83	0.409	0.4095	0.806596701649175	-0.493	0.688873796721334	0.2902	0.2331	0.3452	1	0.3102	0.3102	2.325	0.377377298486608	1	10
C6_sub0	icd_chapter	XIV	True	50	21.94	29	0.34	8.12	0.3967	0.4042	0.990004997501249	-0.85	0.802223956523603	0.251	0.2186	0.2828	0.995	0.2755	0.274	0.498	0.992471512110736	1	11
C6_sub0	icd_chapter	VIII	True	16	8.31	11	0.373	3.72	0.3303	0.3351	0.992503748125937	-1.201	0.885175964415982	0.2326	0.1901	0.2743	0.976	0.2476	0.2416	0.842	0.733161674253173	1	12
C6_sub0	icd_chapter	XV	True	33	17.42	21	0.284	5.66	0.3133	0.3243	0.999500249875062	-1.517	0.935390428636451	0.2145	0.1784	0.25	0.956	0.2325	0.2224	0.656	0.906248677701548	1	13
C6_sub0	icd_chapter	XIX	True	9	5.08	6	0.574	3.34	0.2983	0.3028	0.983008495752124	-1.138	0.872415154629026	0.2058	0.1546	0.256	1	0.2266	0.2266	0.766	0.780301679080595	1	14
C6_sub0	icd_chapter	VII	True	36	19.85	13	0.203	4.82	0.2162	0.2315	1	-2.603	0.995379179258653	0.1324	0.104	0.1606	0.934	0.1666	0.1555	0.193	0.999999413391985	1	15
C6_sub0	icd_chapter	II	True	35	17.85	8	0.248	5.19	0.1558	0.1005	1	-3.004	0.998667376510905	-0.0027	-0.0321	0.0267	0.284	0.1292	0.0367	0.097	0.999999999952973	1	16
C6_sub1	icd_chapter	V	True	51	17.22	42	0.629	11.2	0.8185	0.8202	0.000499750124937531	2.251	0.0122027894551778	0.423	0.3795	0.4647	1	0.4242	0.4242	9.617	4.32081392172757e-12	0.00399800099950025	1
C6_sub1	icd_chapter	XIII	True	93	36.97	43	0.458	17.48	0.6132	0.6154	0.000499750124937531	0.831	0.202849596733726	0.1952	0.1633	0.2266	1	0.2218	0.2218	1.586	0.0283448862249305	0.00399800099950025	2
C6_sub1	icd_chapter	X	True	44	15.53	25	0.513	8.45	0.6159	0.6176	0.00599700149925037	0.881	0.189126889885485	0.2333	0.1967	0.2693	1	0.2309	0.2309	2.412	0.00412520634257592	0.031984007996002	3
C6_sub1	icd_chapter	XI	True	59	30.27	27	0.24	8.03	0.5812	0.5822	0.0169915042478761	0.724	0.234550052821821	0.1872	0.1578	0.2163	0.998	0.2251	0.2246	1.507	0.0895424245084673	0.0679660169915043	4
C6_sub1	icd_chapter	IV	True	27	14.35	9	0.277	4.69	0.5366	0.5412	0.252373813093453	0.297	0.38327264380874	0.1731	0.1428	0.203	0.989	0.1763	0.1744	0.85	0.719211631495642	0.702315508912211	5
C6_sub1	icd_chapter	XIV	True	50	21.94	19	0.34	8.12	0.5273	0.5302	0.263368315842079	0.224	0.411221600207842	0.2013	0.1659	0.2362	1	0.212	0.212	1.055	0.486931194274706	0.702315508912211	6
C6_sub1	icd_chapter	VI	True	30	16.47	15	0.256	4.96	0.5191	0.5206	0.357821089455272	0.158	0.437095124670992	0.2018	0.1656	0.2376	0.972	0.2091	0.2032	1.764	0.0921692414831855	0.817876775897766	7
C6_sub1	icd_chapter	I	True	5	4	2	0.495	2.48	0.4983	0.507	0.506746626686657	-0.008	0.503251760129356	0.2581	0.1805	0.3325	1	0.2237	0.2237	1.143	0.607454173617961	1	8
C6_sub1	icd_chapter	VIII	True	16	8.31	6	0.373	3.72	0.3944	0.4004	0.926536731634183	-0.748	0.772620433820071	0.1721	0.1208	0.2225	0.994	0.1709	0.1698	1.029	0.573806526587786	1	9
C6_sub1	icd_chapter	XIX	True	9	5.08	1	0.574	3.34	0.3904	0.3932	0.871564217891054	-0.618	0.731833769668931	0.1698	0.107	0.2312	1	0.1667	0.1667	0.211	0.984600705184821	1	10
C6_sub1	icd_chapter	IX	True	55	20.75	4	0.343	7.77	0.3798	0.3863	0.997501249375312	-1.055	0.85433567748515	0.1217	0.0968	0.1465	0.985	0.1125	0.1109	0.119	0.999999980719979	1	11
C6_sub1	icd_chapter	XII	True	22	12.27	2	0.34	4.83	0.3475	0.3552	0.993003498250875	-1.106	0.865704136194553	0.1251	0.0831	0.1668	0.988	0.1371	0.1354	0.164	0.999531230096316	1	12
C6_sub1	icd_chapter	XV	True	33	17.42	8	0.284	5.66	0.2969	0.3027	1	-1.651	0.950595242299631	0.1196	0.0807	0.1581	0.889	0.1222	0.1086	0.531	0.961791127529222	1	13
C6_sub1	icd_chapter	III	True	7	5	1	0.457	2.83	0.2924	0.3015	0.969015492253873	-1.124	0.86942559779515	0.1459	0.0732	0.2171	1	0.1597	0.1597	0.282	0.960801136222546	1	14
C6_sub1	icd_chapter	VII	True	36	19.85	2	0.203	4.82	0.2338	0.2376	1	-2.441	0.992674899755205	0.0702	0.0402	0.1	0.895	0.0969	0.0867	0.093	0.999999176670436	1	15
C6_sub1	icd_chapter	II	True	35	17.85	1	0.248	5.19	0.1813	0.1346	1	-2.782	0.997299621110705	0.0152	-0.0141	0.0444	0.354	0.0779	0.0276	0.046	0.999999943964436	1	16
noise_re0	icd_chapter	IX	True	55	20.75	39	0.343	7.77	0.7896	0.7944	0.000499750124937531	2.543	0.00550049117091299	0.342	0.3094	0.3739	1	0.3713	0.3713	7.567	8.88883251421046e-12	0.00266533399966683	1
noise_re0	icd_chapter	IV	True	27	14.35	14	0.277	4.69	0.716	0.7205	0.000499750124937531	1.753	0.0398196204020458	0.3132	0.2772	0.3484	1	0.3139	0.3139	2.838	0.00779040297983393	0.00266533399966683	2
noise_re0	icd_chapter	XIII	True	93	36.97	37	0.458	17.48	0.6304	0.6326	0.000499750124937531	0.958	0.169152421406487	0.1799	0.1469	0.2125	0.982	0.1826	0.1793	1.827	0.0077378523468388	0.00266533399966683	3
noise_re0	icd_chapter	X	True	44	15.53	18	0.513	8.45	0.6153	0.6282	0.00399800099950025	0.877	0.190296238400747	0.1802	0.1448	0.2151	0.998	0.1931	0.1927	1.813	0.0472107027876322	0.015992003998001	4
noise_re0	icd_chapter	I	True	5	4	3	0.495	2.48	0.6633	0.676	0.0999500249875062	0.799	0.212202520884715	0.2365	0.1707	0.3002	1	0.2374	0.2374	3.794	0.144107026814338	0.31984007996002	5
noise_re0	icd_chapter	III	True	7	5	4	0.457	2.83	0.517	0.5287	0.442778610694653	0.092	0.463425235431595	0.2071	0.1348	0.2772	1	0.2259	0.2259	3.385	0.107282155690274	1	6
noise_re0	icd_chapter	VI	True	30	16.47	8	0.256	4.96	0.4887	0.5126	0.574712643678161	-0.094	0.537385015063693	0.1948	0.1608	0.2284	0.984	0.169	0.1664	0.904	0.664181668076439	1	7
noise_re0	icd_chapter	XII	True	22	12.27	4	0.34	4.83	0.4666	0.4871	0.710644677661169	-0.242	0.595639492407602	0.1516	0.1056	0.1969	1	0.1575	0.1575	0.544	0.915746117419873	1	8
noise_re0	icd_chapter	XV	True	33	17.42	10	0.284	5.66	0.4549	0.4367	0.810094952523738	-0.367	0.643120262610457	0.1362	0.093	0.1789	0.855	0.2073	0.1773	1.091	0.479770105541804	1	9
noise_re0	icd_chapter	XIV	True	50	21.94	14	0.34	8.12	0.4501	0.4732	0.881559220389805	-0.411	0.659413610325438	0.1359	0.1	0.1715	0.971	0.1561	0.1516	0.969	0.595512848059242	1	10
noise_re0	icd_chapter	V	True	51	17.22	2	0.629	11.2	0.4158	0.4266	0.974012993503248	-0.595	0.724015703116637	0.1127	0.0766	0.1485	0.926	0.1152	0.1067	0.091	0.999999661871179	1	11
noise_re0	icd_chapter	XI	True	59	30.27	8	0.24	8.03	0.3376	0.3527	1	-1.447	0.92609840733185	0.0863	0.0546	0.1178	0.895	0.1102	0.0986	0.362	0.998763684230699	1	12
noise_re0	icd_chapter	II	True	35	17.85	0	0.248	5.19	0.279	0.1331	1	-1.929	0.973105344648486	-0.0218	-0.0543	0.0108	0.053	0.085	-0.0045	0	1	1	13
noise_re0	icd_chapter	VII	True	36	19.85	2	0.203	4.82	0.2685	0.2881	1	-2.123	0.983143447155679	0.0715	0.038	0.1049	0.865	0.086	0.0744	0.137	0.999941584623183	1	14
noise_re0	icd_chapter	VIII	True	16	8.31	0	0.373	3.72	0.2672	0.2684	0.998500749625187	-1.648	0.950350954868947	0.0744	0.0231	0.1253	0.738	0.0952	0.0703	0	1	1	15
noise_re0	icd_chapter	XIX	True	9	5.08	0	0.574	3.34	0.1629	0.1937	1	-1.901	0.97137373763562	0.04	-0.0217	0.1014	0.574	0.0507	0.0291	0	1	1	16
noise_re1	icd_chapter	X	True	44	15.53	41	0.513	8.45	0.7378	0.7378	0.000499750124937531	1.809	0.0352443635563362	0.4522	0.4185	0.4846	1	0.4876	0.4876	5.079	0.00108054423445517	0.00399800099950025	1
noise_re1	icd_chapter	XIII	True	93	36.97	86	0.458	17.48	0.7165	0.7165	0.000499750124937531	1.59	0.055899493382798	0.4331	0.3974	0.4675	1	0.4961	0.4961	4.995	1.90210876906744e-06	0.00399800099950025	2
noise_re1	icd_chapter	V	True	51	17.22	43	0.629	11.2	0.5607	0.5543	0.0749625187406297	0.429	0.333879476636215	0.3996	0.3576	0.4401	0.961	0.4114	0.3955	1.941	0.0582794177136383	0.399800099950025	3
noise_re1	icd_chapter	I	True	5	4	5	0.495	2.48	0.655	0.655	0.115942028985507	0.758	0.224211391833682	0.4117	0.3469	0.4725	1	0.4977	0.4977	Inf	0.226359466634487	0.463768115942029	4
noise_re1	icd_chapter	VI	True	30	16.47	23	0.256	4.96	0.5577	0.557	0.150924537731134	0.479	0.315846156103796	0.3875	0.3529	0.421	0.983	0.3868	0.3802	1.139	0.481010000549144	0.48295852073963	5
noise_re1	icd_chapter	XIV	True	50	21.94	42	0.34	8.12	0.4979	0.4982	0.527736131934033	-0.017	0.506740597094725	0.3505	0.3136	0.3864	1	0.3847	0.3847	1.892	0.0680425839681228	1	6
noise_re1	icd_chapter	IV	True	27	14.35	19	0.277	4.69	0.4859	0.4871	0.606696651674163	-0.114	0.545536102570968	0.3039	0.2742	0.333	0.996	0.3036	0.3025	0.81	0.767263123251293	1	7
noise_re1	icd_chapter	XI	True	59	30.27	44	0.24	8.03	0.4851	0.4873	0.651674162918541	-0.133	0.552708109584758	0.309	0.2762	0.341	1	0.3758	0.3756	1.011	0.556020837873378	1	8
noise_re1	icd_chapter	IX	True	55	20.75	37	0.343	7.77	0.4402	0.4406	0.939030484757621	-0.525	0.700357333141322	0.2678	0.2426	0.2927	1	0.2593	0.2593	0.682	0.920758259228692	1	9
noise_re1	icd_chapter	XII	True	22	12.27	19	0.34	4.83	0.438	0.4399	0.820589705147426	-0.45	0.673518994784535	0.3071	0.2656	0.3474	0.999	0.3366	0.3361	2.234	0.142242813762601	1	10
noise_re1	icd_chapter	VIII	True	16	8.31	14	0.373	3.72	0.4048	0.4072	0.904547726136932	-0.674	0.749806473742481	0.2993	0.2553	0.3421	1	0.3194	0.3194	2.456	0.178472391673425	1	11
noise_re1	icd_chapter	XIX	True	9	5.08	6	0.574	3.34	0.3745	0.3745	0.905047476261869	-0.708	0.76045237847038	0.254	0.1996	0.3069	1	0.298	0.298	0.685	0.824033460492277	1	12
noise_re1	icd_chapter	III	True	7	5	4	0.457	2.83	0.3261	0.3273	0.938030984507746	-0.941	0.826738972120135	0.2464	0.1844	0.3064	1	0.2732	0.2732	0.454	0.924758132320145	1	13
noise_re1	icd_chapter	XV	True	33	17.42	15	0.284	5.66	0.2864	0.2898	1	-1.736	0.958709033655105	0.2144	0.1751	0.253	0.976	0.242	0.2361	0.262	0.99994011189031	1	14
noise_re1	icd_chapter	VII	True	36	19.85	14	0.203	4.82	0.2376	0.2404	1	-2.407	0.991955418823703	0.1517	0.1203	0.1828	0.95	0.1971	0.1873	0.194	0.999999361842065	1	15
noise_re1	icd_chapter	II	True	35	17.85	9	0.248	5.19	0.1547	0.1483	1	-3.014	0.998710790649841	0.0661	0.0332	0.0987	0.801	0.1414	0.1133	0.101	0.999999999940399	1	16
noise_re2	icd_chapter	X	True	44	15.53	31	0.513	8.45	0.796	0.799	0.000499750124937531	2.251	0.0121875476992366	0.2328	0.1921	0.2727	1	0.2484	0.2484	9.454	1.02324326536516e-11	0.00399800099950025	1
noise_re2	icd_chapter	V	True	51	17.22	33	0.629	11.2	0.7732	0.7757	0.000499750124937531	1.931	0.0267560335398479	0.274	0.2248	0.3219	1	0.28	0.28	7.317	7.54014995846813e-11	0.00399800099950025	2
noise_re2	icd_chapter	I	True	5	4	4	0.495	2.48	0.75	0.751	0.0279860069965018	1.223	0.110729708829971	0.2245	0.1498	0.2967	1	0.2699	0.2699	13.143	0.0126445757173907	0.111944027986007	3
noise_re2	icd_chapter	XIII	True	93	36.97	22	0.458	17.48	0.5649	0.5757	0.023488255872064	0.477	0.316740982873957	0.1691	0.1285	0.2092	0.984	0.1719	0.1692	0.991	0.560544768892661	0.111944027986007	4
noise_re2	icd_chapter	VIII	True	16	8.31	3	0.373	3.72	0.4965	0.4917	0.528735632183908	-0.025	0.509889406007085	0.1608	0.1023	0.2181	0.926	0.1865	0.1727	0.733	0.774954007972787	1	5
noise_re2	icd_chapter	IX	True	55	20.75	6	0.343	7.77	0.492	0.5111	0.563718140929535	-0.07	0.527887399404891	0.1363	0.1044	0.168	0.997	0.1315	0.1311	0.366	0.996628337243704	1	6
noise_re2	icd_chapter	XV	True	33	17.42	9	0.284	5.66	0.4583	0.4805	0.784107946026987	-0.339	0.632630062423681	0.1794	0.1298	0.2281	0.977	0.1813	0.177	1.214	0.381572318372683	1	7
noise_re2	icd_chapter	IV	True	27	14.35	3	0.277	4.69	0.4535	0.4539	0.795102448775612	-0.377	0.647095446581099	0.1272	0.0896	0.1644	0.84	0.1279	0.1074	0.387	0.974133945227489	1	8
noise_re2	icd_chapter	III	True	7	5	2	0.457	2.83	0.4484	0.4496	0.691654172913543	-0.279	0.60999410079478	0.1498	0.0759	0.222	0.887	0.1684	0.1494	1.285	0.525644841245872	1	9
noise_re2	icd_chapter	XIV	True	50	21.94	8	0.34	8.12	0.4333	0.4537	0.944527736131934	-0.548	0.708295000433679	0.1359	0.0928	0.1786	0.987	0.1509	0.149	0.587	0.941681483876349	1	10
noise_re2	icd_chapter	VI	True	30	16.47	3	0.256	4.96	0.4313	0.4268	0.891054472763618	-0.57	0.715765101552617	0.1181	0.0782	0.1576	0.828	0.1351	0.1119	0.342	0.986602735340832	1	11
noise_re2	icd_chapter	XI	True	59	30.27	6	0.24	8.03	0.3952	0.4201	0.995002498750625	-0.934	0.824895448570949	0.1179	0.0797	0.1557	0.979	0.139	0.1361	0.335	0.998532559389879	1	12
noise_re2	icd_chapter	XII	True	22	12.27	2	0.34	4.83	0.3779	0.3834	0.979510244877561	-0.886	0.812117914135256	0.1064	0.0548	0.1574	0.919	0.1302	0.1197	0.311	0.981661874260573	1	13
noise_re2	icd_chapter	II	True	35	17.85	1	0.248	5.19	0.26	0.226	1	-2.095	0.981904809233512	0.0296	-0.0112	0.0704	0.547	0.1004	0.0549	0.088	0.999946481235102	1	14
noise_re2	icd_chapter	XIX	True	9	5.08	0	0.574	3.34	0.2597	0.2744	0.995502248875562	-1.356	0.912382484100398	0.0699	-0.003	0.1421	0.883	0.1031	0.091	0	1	1	15
noise_re2	icd_chapter	VII	True	36	19.85	0	0.203	4.82	0.2161	0.1102	1	-2.604	0.995391233621833	-0.0169	-0.0573	0.0235	0.178	0.0838	-0.0149	0	1	1	16
noise_re3	icd_chapter	XIII	True	93	36.97	75	0.458	17.48	0.719	0.7283	0.000499750124937531	1.608	0.0538779441950069	0.2959	0.2643	0.3268	0.999	0.3079	0.3076	5.109	7.18162916851634e-11	0.00399800099950025	1
noise_re3	icd_chapter	X	True	44	15.53	33	0.513	8.45	0.7062	0.712	0.000499750124937531	1.568	0.0584237472629332	0.2876	0.2547	0.3199	1	0.3075	0.3075	3.188	0.000502894486600386	0.00399800099950025	2
noise_re3	icd_chapter	I	True	5	4	5	0.495	2.48	0.7687	0.7687	0.0169915042478761	1.314	0.0944317989321887	0.3502	0.2935	0.4044	1	0.3586	0.3586	Inf	0.0320338325698004	0.0906213559886723	3
noise_re3	icd_chapter	IX	True	55	20.75	31	0.343	7.77	0.5655	0.5869	0.0484757621189405	0.575	0.282622502648018	0.2112	0.1875	0.2346	1	0.2055	0.2055	1.301	0.21659656620879	0.193903048475762	4
noise_re3	icd_chapter	IV	True	27	14.35	14	0.277	4.69	0.5104	0.5396	0.438280859570215	0.084	0.466435422762517	0.2273	0.1986	0.2556	0.989	0.2124	0.2101	1.062	0.517670321102145	1	5
noise_re3	icd_chapter	VI	True	30	16.47	15	0.256	4.96	0.5054	0.4885	0.455772113943029	0.045	0.481958202146401	0.208	0.1757	0.2399	0.822	0.2176	0.1789	0.983	0.592344113999089	1	6
noise_re3	icd_chapter	V	True	51	17.22	22	0.629	11.2	0.4567	0.4288	0.859570214892554	-0.306	0.620163751089581	0.1494	0.1137	0.1848	0.752	0.1987	0.1494	0.726	0.891218115787226	1	7
noise_re3	icd_chapter	XV	True	33	17.42	14	0.284	5.66	0.4452	0.473	0.845077461269365	-0.445	0.671900896403999	0.2131	0.1758	0.2498	1	0.2186	0.2186	0.712	0.869383991092403	1	8
noise_re3	icd_chapter	XIV	True	50	21.94	24	0.34	8.12	0.4394	0.4629	0.92303848075962	-0.499	0.691076994902005	0.1711	0.1381	0.2037	0.97	0.1987	0.1928	0.9	0.692764004740039	1	9
noise_re3	icd_chapter	XII	True	22	12.27	9	0.34	4.83	0.4367	0.4418	0.84007996001999	-0.459	0.676978533636364	0.1723	0.1314	0.2126	0.934	0.2026	0.1892	0.671	0.869945920378837	1	10
noise_re3	icd_chapter	XI	True	59	30.27	27	0.24	8.03	0.4108	0.4316	0.989005497251374	-0.794	0.78654342768398	0.1483	0.1197	0.1766	0.922	0.1842	0.1698	0.813	0.812979926703252	1	11
noise_re3	icd_chapter	III	True	7	5	2	0.457	2.83	0.3758	0.4054	0.868065967016492	-0.672	0.749334726013967	0.1709	0.1146	0.226	1	0.1772	0.1772	0.389	0.941231076332712	1	12
noise_re3	icd_chapter	VIII	True	16	8.31	6	0.373	3.72	0.3687	0.386	0.969015492253873	-0.929	0.823635649079149	0.1414	0.0992	0.1831	0.897	0.1745	0.1565	0.582	0.903881059852238	1	13
noise_re3	icd_chapter	XIX	True	9	5.08	4	0.574	3.34	0.3678	0.3764	0.906046976511744	-0.746	0.772050834537381	0.1225	0.0706	0.1737	0.915	0.1677	0.1535	0.784	0.755829360603054	1	14
noise_re3	icd_chapter	II	True	35	17.85	4	0.248	5.19	0.2899	0.1556	1	-1.834	0.966675078187858	-0.0367	-0.0659	-0.0074	0.029	0.1264	0.0037	0.115	0.999999921084011	1	15
noise_re3	icd_chapter	VII	True	36	19.85	1	0.203	4.82	0.1684	0.1524	1	-3.041	0.998822170262311	0.0061	-0.0228	0.0349	0.166	0.0817	0.0136	0.025	0.999999999996499	1	16
